A1, A0
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 

No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 

No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 

No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 

No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, No 

No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, No 
No, Yes 
Yes, Yes 
Yes, No 
No, No 
No, No 
No, No 
No, No 
No, No 
