A0 A1 L1
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
No Yes Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
No Yes Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off

No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
No Yes On
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off

Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes Off
Yes Yes Off
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
No Yes Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On

No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off

No Yes On
No No Off
Yes No Off
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes Off
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off

No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
Yes No Off
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off

No No Off
No No Off
No No Off
No No Off
No No Off
No No On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
No Yes Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off

No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
Yes No Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes Off
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
Yes Yes On
No Yes On
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
No No Off
